Datetime,AEP_MW
2005-10-04,15830.583333333334
2005-10-05,15738.0
2005-10-06,15695.625
2005-10-07,14632.291666666666
2005-10-08,13059.25
2005-10-09,12377.5
2005-10-10,14250.375
2005-10-11,14448.375
2005-10-12,14468.25
2005-10-13,14482.875
2005-10-14,14195.583333333334
2005-10-15,12723.0
2005-10-16,12209.75
2005-10-17,14182.416666666666
2005-10-18,14423.875
2005-10-19,14455.125
2005-10-20,14582.583333333334
2005-10-21,14492.708333333334
2005-10-22,13235.041666666666
2005-10-23,12923.958333333334
2005-10-24,15210.0
2005-10-25,16045.75
2005-10-26,15658.916666666666
2005-10-27,15851.333333333334
2005-10-28,15518.541666666666
2005-10-29,14552.916666666666
2005-10-30,13822.260869565218
2005-10-31,15060.125
2005-11-01,15139.708333333334
2005-11-02,15013.375
2005-11-03,15177.791666666666
2005-11-04,14618.333333333334
2005-11-05,13152.666666666666
2005-11-06,12466.083333333334
2005-11-07,14654.333333333334
2005-11-08,14980.25
2005-11-09,14669.666666666666
2005-11-10,15170.583333333334
2005-11-11,15675.25
2005-11-12,14139.958333333334
2005-11-13,13199.541666666666
2005-11-14,14778.833333333334
2005-11-15,14791.041666666666
2005-11-16,15459.541666666666
2005-11-17,17275.75
2005-11-18,17649.291666666668
2005-11-19,15566.791666666666
2005-11-20,14035.958333333334
2005-11-21,15921.625
2005-11-22,16810.666666666668
2005-11-23,17516.958333333332
2005-11-24,14558.666666666666
2005-11-25,16137.208333333334
2005-11-26,15364.166666666666
2005-11-27,14228.291666666666
2005-11-28,15171.625
2005-11-29,15443.125
2005-11-30,17079.375
2005-12-01,17949.833333333332
2005-12-02,18181.291666666668
2005-12-03,17266.208333333332
2005-12-04,15802.333333333334
2005-12-05,18243.958333333332
2005-12-06,18910.541666666668
2005-12-07,19036.541666666668
2005-12-08,19491.041666666668
2005-12-09,18864.958333333332
2005-12-10,17721.541666666668
2005-12-11,16675.333333333332
2005-12-12,18415.458333333332
2005-12-13,19063.291666666668
2005-12-14,19418.916666666668
2005-12-15,18693.541666666668
2005-12-16,18194.708333333332
2005-12-17,17313.5
2005-12-18,16620.583333333332
2005-12-19,19365.625
2005-12-20,20345.833333333332
2005-12-21,19566.0
2005-12-22,19063.291666666668
2005-12-23,17070.666666666668
2005-12-24,14654.791666666666
2005-12-25,13757.791666666666
2005-12-26,15397.666666666666
2005-12-27,16329.041666666666
2005-12-28,15733.916666666666
2005-12-29,16094.666666666666
2005-12-30,15858.458333333334
2005-12-31,14904.916666666666
2006-01-01,14534.916666666666
2006-01-02,15040.791666666666
2006-01-03,16185.0
2006-01-04,16224.583333333334
2006-01-05,17014.916666666668
2006-01-06,17988.583333333332
2006-01-07,16974.708333333332
2006-01-08,15419.458333333334
2006-01-09,16153.416666666666
2006-01-10,16599.791666666668
2006-01-11,16183.541666666666
2006-01-12,16565.5
2006-01-13,16105.0
2006-01-14,16491.625
2006-01-15,16027.625
2006-01-16,17176.541666666668
2006-01-17,16671.75
2006-01-18,18061.25
2006-01-19,17316.625
2006-01-20,15937.791666666666
2006-01-21,14820.291666666666
2006-01-22,15485.625
2006-01-23,16774.416666666668
2006-01-24,17170.875
2006-01-25,17954.166666666668
2006-01-26,17993.791666666668
2006-01-27,17644.583333333332
2006-01-28,14898.208333333334
2006-01-29,13978.708333333334
2006-01-30,16017.291666666666
2006-01-31,17293.541666666668
2006-02-01,17149.333333333332
2006-02-02,16609.333333333332
2006-02-03,15880.583333333334
2006-02-04,15719.0
2006-02-05,16777.833333333332
2006-02-06,18172.25
2006-02-07,18274.083333333332
2006-02-08,18177.833333333332
2006-02-09,18637.041666666668
2006-02-10,18041.916666666668
2006-02-11,16759.25
2006-02-12,16611.625
2006-02-13,18820.708333333332
2006-02-14,17878.166666666668
2006-02-15,16842.083333333332
2006-02-16,15982.708333333334
2006-02-17,16344.541666666666
2006-02-18,17713.583333333332
2006-02-19,17989.583333333332
2006-02-20,18468.75
2006-02-21,17652.916666666668
2006-02-22,17288.875
2006-02-23,16710.541666666668
2006-02-24,16993.541666666668
2006-02-25,15558.625
2006-02-26,16100.083333333334
2006-02-27,18141.833333333332
2006-02-28,16752.166666666668
2006-03-01,16224.416666666666
2006-03-02,16012.75
2006-03-03,17328.541666666668
2006-03-04,16443.833333333332
2006-03-05,15540.583333333334
2006-03-06,17206.25
2006-03-07,17156.333333333332
2006-03-08,16964.375
2006-03-09,15795.583333333334
2006-03-10,15050.583333333334
2006-03-11,14055.458333333334
2006-03-12,12989.458333333334
2006-03-13,14697.333333333334
2006-03-14,15889.291666666666
2006-03-15,16525.083333333332
2006-03-16,16195.416666666666
2006-03-17,15931.333333333334
2006-03-18,15352.0
2006-03-19,14875.208333333334
2006-03-20,17113.916666666668
2006-03-21,17959.333333333332
2006-03-22,17692.166666666668
2006-03-23,17039.875
2006-03-24,16481.083333333332
2006-03-25,15683.791666666666
2006-03-26,15008.625
2006-03-27,16414.958333333332
2006-03-28,16007.333333333334
2006-03-29,15526.5
2006-03-30,15361.5
2006-03-31,14495.208333333334
2006-04-01,13045.041666666666
2006-04-02,12691.95652173913
2006-04-03,14579.916666666666
2006-04-04,15433.083333333334
2006-04-05,15188.916666666666
2006-04-06,15113.625
2006-04-07,14465.583333333334
2006-04-08,13493.583333333334
2006-04-09,13412.833333333334
2006-04-10,15046.083333333334
2006-04-11,14799.416666666666
2006-04-12,14428.125
2006-04-13,14390.541666666666
2006-04-14,13324.125
2006-04-15,12759.125
2006-04-16,11983.583333333334
2006-04-17,13799.791666666666
2006-04-18,14367.125
2006-04-19,14158.791666666666
2006-04-20,14330.041666666666
2006-04-21,14180.0
2006-04-22,12966.25
2006-04-23,12317.416666666666
2006-04-24,14259.916666666666
2006-04-25,14692.875
2006-04-26,14728.833333333334
2006-04-27,14557.875
2006-04-28,14186.875
2006-04-29,12834.958333333334
2006-04-30,12328.125
2006-05-01,14284.541666666666
2006-05-02,14461.333333333334
2006-05-03,14502.75
2006-05-04,14774.958333333334
2006-05-05,14224.666666666666
2006-05-06,12742.541666666666
2006-05-07,12400.25
2006-05-08,14411.125
2006-05-09,14542.458333333334
2006-05-10,14725.125
2006-05-11,14599.708333333334
2006-05-12,14619.625
2006-05-13,13042.416666666666
2006-05-14,12397.916666666666
2006-05-15,14630.458333333334
2006-05-16,14888.75
2006-05-17,14586.416666666666
2006-05-18,14517.5
2006-05-19,14475.541666666666
2006-05-20,12982.208333333334
2006-05-21,12473.708333333334
2006-05-22,14403.208333333334
2006-05-23,14609.333333333334
2006-05-24,14694.666666666666
2006-05-25,15181.416666666666
2006-05-26,14893.458333333334
2006-05-27,13773.375
2006-05-28,14274.208333333334
2006-05-29,15451.375
2006-05-30,18051.708333333332
2006-05-31,18101.541666666668
2006-06-01,17348.625
2006-06-02,15780.625
2006-06-03,13654.625
2006-06-04,12788.541666666666
2006-06-05,14843.041666666666
2006-06-06,15599.416666666666
2006-06-07,15767.625
2006-06-08,15859.625
2006-06-09,15489.916666666666
2006-06-10,13270.916666666666
2006-06-11,12542.625
2006-06-12,14646.083333333334
2006-06-13,15091.416666666666
2006-06-14,15413.708333333334
2006-06-15,15635.208333333334
2006-06-16,16303.666666666666
2006-06-17,15950.291666666666
2006-06-18,15790.833333333334
2006-06-19,17183.875
2006-06-20,16823.083333333332
2006-06-21,16917.583333333332
2006-06-22,18091.416666666668
2006-06-23,16460.416666666668
2006-06-24,14962.333333333334
2006-06-25,14184.833333333334
2006-06-26,16065.333333333334
2006-06-27,16718.875
2006-06-28,16651.125
2006-06-29,15993.0
2006-06-30,15664.875
2006-07-01,14999.75
2006-07-02,15642.458333333334
2006-07-03,15816.333333333334
2006-07-04,14870.833333333334
2006-07-05,15162.25
2006-07-06,14609.083333333334
2006-07-07,14653.625
2006-07-08,14120.291666666666
2006-07-09,14064.416666666666
2006-07-10,17164.25
2006-07-11,17025.833333333332
2006-07-12,17557.041666666668
2006-07-13,18071.125
2006-07-14,18249.625
2006-07-15,17244.583333333332
2006-07-16,17131.833333333332
2006-07-17,19536.833333333332
2006-07-18,19262.916666666668
2006-07-19,19172.166666666668
2006-07-20,19073.875
2006-07-21,18569.541666666668
2006-07-22,15561.833333333334
2006-07-23,14588.625
2006-07-24,17234.875
2006-07-25,18198.833333333332
2006-07-26,18352.666666666668
2006-07-27,18438.041666666668
2006-07-28,18203.916666666668
2006-07-29,16975.791666666668
2006-07-30,17343.666666666668
2006-07-31,20263.791666666668
2006-08-01,21054.125
2006-08-02,21233.666666666668
2006-08-03,20052.5
2006-08-04,18707.083333333332
2006-08-05,16640.75
2006-08-06,16553.166666666668
2006-08-07,19183.875
2006-08-08,18294.291666666668
2006-08-09,17572.708333333332
2006-08-10,17985.625
2006-08-11,16792.291666666668
2006-08-12,14476.958333333334
2006-08-13,14431.708333333334
2006-08-14,17309.666666666668
2006-08-15,17503.833333333332
2006-08-16,17202.833333333332
2006-08-17,17618.208333333332
2006-08-18,17679.5
2006-08-19,16612.5
2006-08-20,15075.708333333334
2006-08-21,16679.541666666668
2006-08-22,17176.791666666668
2006-08-23,17216.833333333332
2006-08-24,17423.791666666668
2006-08-25,17764.333333333332
2006-08-26,16753.75
2006-08-27,16156.125
2006-08-28,17720.666666666668
2006-08-29,17755.666666666668
2006-08-30,16800.625
2006-08-31,15976.958333333334
2006-09-01,14709.708333333334
2006-09-02,12835.5
2006-09-03,12380.791666666666
2006-09-04,12712.666666666666
2006-09-05,14798.833333333334
2006-09-06,15353.166666666666
2006-09-07,15648.541666666666
2006-09-08,15714.75
2006-09-09,14501.0
2006-09-10,13646.25
2006-09-11,15434.083333333334
2006-09-12,15551.625
2006-09-13,15226.458333333334
2006-09-14,15071.75
2006-09-15,14730.083333333334
2006-09-16,13383.333333333334
2006-09-17,13531.75
2006-09-18,15659.458333333334
2006-09-19,15146.291666666666
2006-09-20,14401.75
2006-09-21,14654.916666666666
2006-09-22,14457.0
2006-09-23,13556.708333333334
2006-09-24,12902.625
2006-09-25,14352.75
2006-09-26,14572.625
2006-09-27,14638.791666666666
2006-09-28,14506.958333333334
2006-09-29,14130.375
2006-09-30,13049.541666666666
2006-10-01,12362.041666666666
2006-10-02,14582.166666666666
2006-10-03,15193.916666666666
2006-10-04,15695.875
2006-10-05,14906.708333333334
2006-10-06,14477.583333333334
2006-10-07,13340.625
2006-10-08,12753.666666666666
2006-10-09,14496.125
2006-10-10,14470.333333333334
2006-10-11,14553.458333333334
2006-10-12,14926.291666666666
2006-10-13,15525.25
2006-10-14,14199.083333333334
2006-10-15,13802.083333333334
2006-10-16,15351.916666666666
2006-10-17,15333.75
2006-10-18,14719.708333333334
2006-10-19,14851.875
2006-10-20,14913.0
2006-10-21,13824.375
2006-10-22,13702.75
2006-10-23,16450.083333333332
2006-10-24,16928.916666666668
2006-10-25,16466.958333333332
2006-10-26,16660.333333333332
2006-10-27,16047.541666666666
2006-10-28,14353.916666666666
2006-10-29,13860.391304347826
2006-10-30,15313.416666666666
2006-10-31,14943.0
2006-11-01,15148.166666666666
2006-11-02,16330.958333333334
2006-11-03,17161.083333333332
2006-11-04,16144.041666666666
2006-11-05,14542.875
2006-11-06,15656.625
2006-11-07,15796.583333333334
2006-11-08,15251.75
2006-11-09,15141.791666666666
2006-11-10,14892.916666666666
2006-11-11,13860.375
2006-11-12,14529.0
2006-11-13,16339.625
2006-11-14,16294.208333333334
2006-11-15,16447.625
2006-11-16,15568.875
2006-11-17,16094.583333333334
2006-11-18,14904.458333333334
2006-11-19,14766.458333333334
2006-11-20,16893.625
2006-11-21,17166.375
2006-11-22,16632.75
2006-11-23,13754.0
2006-11-24,13743.75
2006-11-25,13854.791666666666
2006-11-26,13761.916666666666
2006-11-27,15652.916666666666
2006-11-28,15805.083333333334
2006-11-29,15353.833333333334
2006-11-30,15284.708333333334
2006-12-01,15584.791666666666
2006-12-02,15615.458333333334
2006-12-03,16013.25
2006-12-04,18924.0
2006-12-05,18655.416666666668
2006-12-06,18072.25
2006-12-07,18611.708333333332
2006-12-08,20074.041666666668
2006-12-09,18137.625
2006-12-10,16295.958333333334
2006-12-11,17067.416666666668
2006-12-12,17129.791666666668
2006-12-13,16156.625
2006-12-14,16608.0
2006-12-15,16166.375
2006-12-16,15447.333333333334
2006-12-17,14436.916666666666
2006-12-18,15899.125
2006-12-19,16662.458333333332
2006-12-20,17531.125
2006-12-21,16772.625
2006-12-22,15541.916666666666
2006-12-23,14383.333333333334
2006-12-24,13875.416666666666
2006-12-25,13719.041666666666
2006-12-26,15151.375
2006-12-27,16378.458333333334
2006-12-28,16336.166666666666
2006-12-29,15560.208333333334
2006-12-30,14820.25
2006-12-31,13795.458333333334
2007-01-01,13822.708333333334
2007-01-02,16331.416666666666
2007-01-03,17235.791666666668
2007-01-04,16695.458333333332
2007-01-05,15391.5
2007-01-06,14081.666666666666
2007-01-07,14811.833333333334
2007-01-08,16689.708333333332
2007-01-09,18085.25
2007-01-10,18628.25
2007-01-11,18468.833333333332
2007-01-12,16754.041666666668
2007-01-13,14826.916666666666
2007-01-14,14251.5
2007-01-15,15842.166666666666
2007-01-16,17704.375
2007-01-17,18826.125
2007-01-18,18680.083333333332
2007-01-19,18039.791666666668
2007-01-20,17290.833333333332
2007-01-21,17248.625
2007-01-22,18025.958333333332
2007-01-23,18427.333333333332
2007-01-24,18579.166666666668
2007-01-25,19114.666666666668
2007-01-26,19233.916666666668
2007-01-27,16481.791666666668
2007-01-28,17151.125
2007-01-29,20464.75
2007-01-30,19754.083333333332
2007-01-31,20253.583333333332
2007-02-01,19351.375
2007-02-02,19037.416666666668
2007-02-03,19273.958333333332
2007-02-04,19400.583333333332
2007-02-05,21934.166666666668
2007-02-06,22611.75
2007-02-07,20694.291666666668
2007-02-08,21155.583333333332
2007-02-09,20974.375
2007-02-10,19656.5
2007-02-11,19094.75
2007-02-12,19335.833333333332
2007-02-13,19250.041666666668
2007-02-14,19937.375
2007-02-15,21236.083333333332
2007-02-16,21183.416666666668
2007-02-17,19708.5
2007-02-18,18506.833333333332
2007-02-19,19689.958333333332
2007-02-20,17668.75
2007-02-21,17030.166666666668
2007-02-22,17522.708333333332
2007-02-23,18024.375
2007-02-24,17332.958333333332
2007-02-25,15857.541666666666
2007-02-26,17382.291666666668
2007-02-27,17528.833333333332
2007-02-28,17580.875
2007-03-01,17309.791666666668
2007-03-02,16454.416666666668
2007-03-03,16079.041666666666
2007-03-04,17116.75
2007-03-05,18385.541666666668
2007-03-06,18631.458333333332
2007-03-07,17909.166666666668
2007-03-08,17804.125
2007-03-09,16730.291666666668
2007-03-10,14697.416666666666
2007-03-11,14302.521739130434
2007-03-12,16521.041666666668
2007-03-13,15548.25
2007-03-14,15105.625
2007-03-15,16123.208333333334
2007-03-16,17477.458333333332
2007-03-17,17120.666666666668
2007-03-18,16198.125
2007-03-19,17792.458333333332
2007-03-20,16052.041666666666
2007-03-21,16015.416666666666
2007-03-22,15411.583333333334
2007-03-23,15227.291666666666
2007-03-24,13742.291666666666
2007-03-25,13164.958333333334
2007-03-26,14898.583333333334
2007-03-27,15169.875
2007-03-28,15055.333333333334
2007-03-29,15151.333333333334
2007-03-30,15039.791666666666
2007-03-31,13505.208333333334
2007-04-01,12870.75
2007-04-02,14490.541666666666
2007-04-03,14882.458333333334
2007-04-04,15238.416666666666
2007-04-05,17094.5
2007-04-06,16296.333333333334
2007-04-07,16488.416666666668
2007-04-08,15636.791666666666
2007-04-09,16863.25
2007-04-10,16646.458333333332
2007-04-11,16633.416666666668
2007-04-12,16411.083333333332
2007-04-13,16049.5
2007-04-14,15154.791666666666
2007-04-15,14834.166666666666
2007-04-16,16471.25
2007-04-17,15731.25
2007-04-18,15302.625
2007-04-19,15415.166666666666
2007-04-20,15022.0
2007-04-21,13542.208333333334
2007-04-22,12880.125
2007-04-23,14608.583333333334
2007-04-24,14699.541666666666
2007-04-25,15015.916666666666
2007-04-26,14880.666666666666
2007-04-27,14502.625
2007-04-28,13245.208333333334
2007-04-29,12776.5
2007-04-30,15019.208333333334
2007-05-01,15694.666666666666
2007-05-02,15269.541666666666
2007-05-03,14786.25
2007-05-04,14755.625
2007-05-05,13314.458333333334
2007-05-06,12686.916666666666
2007-05-07,14851.833333333334
2007-05-08,15301.291666666666
2007-05-09,15737.958333333334
2007-05-10,16281.583333333334
2007-05-11,16180.083333333334
2007-05-12,14351.875
2007-05-13,12793.25
2007-05-14,14939.083333333334
2007-05-15,16012.625
2007-05-16,15134.833333333334
2007-05-17,14673.125
2007-05-18,14589.791666666666
2007-05-19,13457.333333333334
2007-05-20,13056.458333333334
2007-05-21,15213.791666666666
2007-05-22,16181.958333333334
2007-05-23,16785.166666666668
2007-05-24,17109.416666666668
2007-05-25,16589.833333333332
2007-05-26,14573.208333333334
2007-05-27,14086.375
2007-05-28,14320.166666666666
2007-05-29,17036.916666666668
2007-05-30,17931.666666666668
2007-05-31,17924.0
2007-06-01,17733.5
2007-06-02,16140.75
2007-06-03,14486.041666666666
2007-06-04,16129.458333333334
2007-06-05,15478.541666666666
2007-06-06,15470.833333333334
2007-06-07,17515.458333333332
2007-06-08,18651.625
2007-06-09,15208.0
2007-06-10,14111.875
2007-06-11,16484.75
2007-06-12,17081.0
2007-06-13,17681.625
2007-06-14,17599.875
2007-06-15,16951.583333333332
2007-06-16,15760.833333333334
2007-06-17,16072.75
2007-06-18,19324.833333333332
2007-06-19,18718.416666666668
2007-06-20,17252.083333333332
2007-06-21,17351.416666666668
2007-06-22,16430.375
2007-06-23,14573.666666666666
2007-06-24,14237.458333333334
